"","killer_position_x","killer_position_y","victim_position_x","victim_position_y","killed_by","time","GunType","killerelevation","victimelevation","killdistance"
"15950670",565099.2,383603.6,565253.4,384115.8,"Micro UZI",163,"Sub Machine Gun","Normal","Normal",534.90791730917
"7400996",396825.4,588117.4,386449.5,596419.1,"M416",1634,"Rifle","Normal","Normal",13288.2475782174
"16863094",264254.7,321909.6,263776.6,320242.3,"SCAR-L",528,"Rifle","Normal","Normal",1734.49384547769
"29022645",244314.4,433421.1,229179,426940.6,"AKM",1105,"Rifle","Normal","Normal",16464.4226564432
"10766527",608029.9,450449.3,608254.7,450743.3,"Hit by Car",903,"Vehicles","Normal","Normal",370.095987549134
"25194864",346477.9,385626.2,342716.5,381626.5,"M16A4",640,"Rifle","Normal","Normal",5490.51273106622
"28250794",515963.1,499977.4,514693,500833.9,"SCAR-L",189,"Rifle","Normal","Normal",1531.90935110402
"34616426",243724.1,280935,243538.8,280221.3,"M16A4",1176,"Rifle","Normal","Normal",737.362719426486
"29354264",647007.3,281427.3,650939,283181.9,"M416",1632,"Rifle","Normal","Normal",4305.4484145092
"14989632",417511.9,448252.6,417034.9,448516.9,"Hit by Car",670,"Vehicles","Normal","Normal",545.328790730899
"30185276",594178.1,298515.2,594268.6,298681.1,"S686",91,"Shotgun","Normal","Normal",188.97899354158
"29299973",180933,220163,180431.2,221364.5,"M416",639,"Rifle","Normal","Normal",1302.07737481303
"2637339",389421,287377.9,389485.2,287426.1,"Micro UZI",317,"Sub Machine Gun","Normal","Normal",80.2800099651028
"10430931",709651.4,322078.2,709651.4,322078.2,"Grenade",594,"Explosives","Normal","Normal",0
"4850993",365543.6,394598.8,365478.1,395134.2,"S686",144,"Shotgun","Normal","Normal",539.391703681124
"20741089",706326.6,326536.6,707654.9,328875.9,"UMP9",336,"Sub Machine Gun","Normal","Normal",2690.11252181026
"31124194",520770.5,473829.3,517514.1,490551.1,"SKS",1010,"Sniper","Normal","Normal",17035.924870696
"30584301",361661.5,247406.5,361850.2,248826,"S1897",1525,"Shotgun","Normal","Normal",1431.98740916253
"14748164",301621.9,563962,301560.4,564579,"S1897",410,"Shotgun","Normal","Normal",620.057457015074
"2309440",425025.5,326752.9,424966.2,326678.3,"M16A4",114,"Rifle","Normal","Normal",95.2976914725841
"2501124",371138.3,414875.7,371244.9,415191.6,"Micro UZI",189,"Sub Machine Gun","Normal","Normal",333.401214754814
"7320686",353728,397151.4,354663.9,397367.9,"SCAR-L",485,"Rifle","Normal","Normal",960.614938463921
"8528956",372880.8,133523.5,373507.5,133035.3,"M416",367,"Rifle","Normal","Normal",794.41307265177
"3502244",418466.1,331566.4,421628.9,331640.8,"M16A4",354,"Rifle","Normal","Normal",3163.67495169783
"7173729",380625.9,115479.6,381961.9,113624.3,"SCAR-L",1454,"Rifle","Normal","Normal",2286.2707823003
"30258253",524634.2,185060.3,528206.4,191593.5,"AKM",1796,"Rifle","Normal","Normal",7446.02679823278
"28628127",221291.5,397253.4,221141.8,396906.2,"Mini 14",1133,"Rifle","Normal","Normal",378.097778359
"37671519",351659.5,520210.9,350851.4,520727.5,"S1897",716,"Shotgun","Normal","Normal",959.114784579999
"28291407",222843.4,396792.8,221574.3,396518.3,"AKM",207,"Rifle","Normal","Normal",1298.44717258732
"17107381",407883.7,506778.4,408442.4,525195.2,"SCAR-L",1224,"Rifle","Normal","Normal",18425.2725333982
"19432913",445398.6,636679.6,444146.2,629804.1,"Kar98k",565,"Sniper","Normal","Normal",6988.63405895601
"15187936",341937,167418.1,344155.7,167314.1,"SKS",138,"Sniper","Normal","Normal",2221.13612594997
"10600193",216307,371061.1,216306.4,371743.6,"AKM",559,"Rifle","Normal","Normal",682.500263736213
"31968425",398954.6,495587.1,392585.9,488386,"Mini 14",1601,"Rifle","Normal","Normal",9613.33349572348
"9886588",605250.4,353512.3,607495.1,332054.7,"Kar98k",1577,"Sniper","Normal","Normal",21574.6906316174
"24751358",467635.6,644471.1,467840.5,643513.6,"M16A4",152,"Rifle","Elevated","Elevated",979.1783596465
"29913746",526171.3,482223.2,532005.9,488587,"M416",694,"Rifle","Normal","Normal",8633.68447419754
"5891820",631640.8,377531.5,631370.2,377497.4,"S686",276,"Shotgun","Normal","Normal",272.740114394727
"31806656",430816.6,349585.3,430955.2,350003.6,"S1897",577,"Shotgun","Normal","Normal",440.664101101962
"5369731",156058.4,294251.1,154802.5,293652.7,"DP-28",1460,"Machine Gun","Normal","Normal",1391.17481647705
"30026420",217508.9,281284.6,225286,281676.9,"M416",1243,"Rifle","Normal","Normal",7786.98810195573
"29010915",546871.9,515885.2,547096,517823.8,"Micro UZI",907,"Sub Machine Gun","Normal","Normal",1951.5098693063
"26048759",513378.8,372968.5,517518.8,365572.2,"M416",1441,"Rifle","Normal","Normal",8476.13436007239
"31007222",440755.2,447390.3,440955.5,446939.2,"M416",1885,"Rifle","Normal","Normal",493.569954515036
"30980817",574023.6,382892.3,573679.5,382690.3,"AKM",171,"Rifle","Normal","Normal",399.00978684737
"12464063",223994,462827.2,224373.1,463332.5,"SCAR-L",581,"Rifle","Elevated","Elevated",631.700007915144
"4558569",180062.1,557628.4,180043.6,557623.9,"Punch",131,"Melee","Normal","Normal",19.0394327646598
"20771867",334128.1,520099,332044.2,520040,"M16A4",751,"Rifle","Normal","Normal",2084.73504551534
"33960881",396510.8,349500.4,394126,348862.6,"UMP9",204,"Sub Machine Gun","Normal","Normal",2468.61497200353
"7870212",668802.8,91638.23,663402,93246.14,"Grenade",706,"Explosives","Normal","Normal",5635.07011563304
"10184323",368965.4,398749,368088,398981.8,"UMP9",350,"Sub Machine Gun","Normal","Normal",907.759109015181
"1526301",344329.6,320904.7,344492.8,321244.8,"AKM",384,"Rifle","Normal","Normal",377.22970455677
"8422761",351555.1,408101.9,351356.1,407990.6,"AKM",402,"Rifle","Normal","Normal",228.010284855772
"9074469",423275.3,324121.2,423244.3,324247.8,"P92",104,"Pistol","Normal","Normal",130.340170323635
"35639902",376804.4,366352.1,373960.5,359338.8,"M16A4",529,"Rifle","Normal","Normal",7567.96829406678
"20158160",147434,289314.9,148080.8,288992.9,"M16A4",540,"Rifle","Normal","Normal",722.519369982553
"7630875",400157.5,285906.5,399844.3,285820.6,"S12K",181,"Shotgun","Normal","Normal",324.766146634792
"32516323",624685.1,179894.4,631743.3,181464.1,"AKM",1372,"Rifle","Normal","Normal",7230.63934448407
"2403971",352702.2,663068.9,347122.7,696261.2,"SCAR-L",1024,"Rifle","Normal","Normal",33657.9797305185
"35608182",415151.8,297587.6,413977.9,292064.6,"M16A4",587,"Rifle","Normal","Normal",5646.37673291465
"12862160",403433.8,401616.4,401818.5,400966.4,"M16A4",952,"Rifle","Normal","Normal",1741.17606519271
"28177314",446297.7,629806.3,446082.7,629570.9,"S1897",384,"Shotgun","Normal","Normal",318.807402674422
"35073472",422553,324999.2,422601.6,325304,"UMP9",685,"Sub Machine Gun","Normal","Normal",308.650287542375
"7367659",153393.8,362912.4,166090.9,370685.5,"Kar98k",1658,"Sniper","Normal","Normal",14887.4924691836
"36057236",266809.1,336514.2,266238.8,338805.9,"M416",1335,"Rifle","Normal","Normal",2361.59500761668
"35967329",436401.6,333642.6,436530.2,334088.2,"S1897",151,"Shotgun","Normal","Normal",463.785855756771
"1200399",547718.1,241589.2,547854.4,241820.2,"DP-28",1212,"Machine Gun","Normal","Normal",268.213888529309
"37854346",363149.2,345653.2,358791.2,338663,"Kar98k",1823,"Sniper","Normal","Normal",8237.41828730338
"14622765",546817,248467.4,546711.6,247369.8,"UMP9",338,"Sub Machine Gun","Normal","Normal",1102.64904661457
"223460",99932.68,530546.8,96690.62,533029.1,"M16A4",1599,"Rifle","Normal","Normal",4083.2298898788
"21017860",450863.6,627771.4,451746.7,628539.2,"AKM",433,"Rifle","Normal","Normal",1170.20615705095
"32159544",308754.3,315363.7,308041.1,314318.6,"AKM",191,"Rifle","Normal","Normal",1265.26212699191
"16644132",450678.3,621504.1,447423.7,629514.6,"SCAR-L",354,"Rifle","Normal","Normal",8646.41725861063
"39310605",380364.6,118645.6,380045.3,118320.2,"UMP9",838,"Sub Machine Gun","Normal","Normal",455.892147333115
"24728484",598382.3,262643.1,597131.7,273871.4,"Kar98k",1759,"Sniper","Normal","Normal",11297.7308009176
"1311796",615509.7,612162.4,615724.4,611941.9,"Tommy Gun",243,"Sub Machine Gun","Elevated","Elevated",307.760198856236
"17871929",431146.6,639592.6,430654.4,640764.4,"M416",163,"Rifle","Normal","Normal",1270.97446079772
"26046331",448295.4,208835.1,463892.7,224858.3,"Kar98k",1542,"Sniper","Normal","Normal",22361.0980394523
"26907075",375217.5,117184.4,377150.6,116860,"M416",526,"Rifle","Normal","Normal",1960.13034515562
"26825327",412334.9,562715.9,420755.7,552383.3,"AWM",1157,"Sniper","Normal","Normal",13329.3846594657
"22442520",335379.3,157911.1,335702.6,158336.7,"SCAR-L",238,"Rifle","Normal","Normal",534.470064643472
"20360036",345642,544501.7,343209.9,522332.6,"SKS",1495,"Sniper","Normal","Normal",22302.1098826994
"10904091",400678.8,286311,400538.2,286542.3,"S1897",236,"Shotgun","Normal","Normal",270.680715973614
"21305802",624274.4,374785.3,624259.1,374528.2,"S686",177,"Shotgun","Normal","Normal",257.554848527434
"8964834",632414,198208.7,630334.4,200296.5,"M416",1440,"Rifle","Normal","Normal",2946.80250441048
"22521691",528058.7,173743.7,534744.1,176891.8,"Uaz",1410,"Vehicles","Normal","Normal",7389.52682991274
"37766218",211769.8,274703.6,213015.2,273237.2,"M16A4",143,"Rifle","Normal","Normal",1923.88932114089
"20373748",514690,382693.1,517112.1,378123.5,"SCAR-L",1888,"Rifle","Normal","Normal",5171.8287452312
"8450889",623628.4,647653.6,623573.7,649753.4,"SCAR-L",1221,"Rifle","Elevated","Elevated",2100.51234940436
"26586817",422301.7,325164.2,422755.9,325493.2,"Micro UZI",100,"Sub Machine Gun","Normal","Normal",560.837445254871
"7367799",297487.1,281458.8,248158.8,249712,"M416",1180,"Rifle","Normal","Normal",58661.2349949266
"31824599",327996.2,376052.5,328036.8,376289.3,"M16A4",602,"Rifle","Normal","Normal",240.255280899281
"21504209",688713.3,461905.3,687883.3,462161.6,"SKS",94,"Sniper","Normal","Normal",868.671220888544
"20325699",524117.1,585209.6,510971.8,598540.3,"SCAR-L",1636,"Rifle","Normal","Normal",18721.8181430117
"22442211",581794.6,391651.8,574275.9,376520.1,"M416",1757,"Rifle","Normal","Normal",16896.7214151148
"26854471",568226.9,351054.7,570987.9,351586.5,"AKM",203,"Rifle","Normal","Normal",2811.74896461259
"39057121",238386.6,420352.1,247672.5,419492.2,"M16A4",1117,"Rifle","Normal","Normal",9325.62956695149
"5082367",709188.1,328422.9,709232.9,328869.9,"M416",257,"Rifle","Normal","Normal",449.239401655737
"14195750",556058.3,127634,553905.3,128900.5,"S686",171,"Shotgun","Normal","Normal",2497.88535565586
"29108785",158558.3,609216.1,161126.5,609564.6,"M16A4",290,"Rifle","Normal","Normal",2591.73754265359
"31347562",552611,131072.5,553710.1,131077.6,"Mini 14",174,"Rifle","Normal","Normal",1099.11183234462
"8700772",468258.9,317982.7,467598.2,323056.7,"SKS",1762,"Sniper","Normal","Normal",5116.83500711133
"20936383",468487.1,315324.4,466881.8,311555.3,"M16A4",804,"Rifle","Normal","Normal",4096.71855269559
"21156331",558930.4,581951.6,548013.4,578596.3,"SCAR-L",1322,"Rifle","Normal","Normal",11420.9862573247
"27863330",308914.9,317448.9,309811.1,321059.9,"P92",173,"Pistol","Normal","Normal",3720.55042164461
"8613617",624405.7,384542.6,626934.8,378380.8,"UMP9",405,"Sub Machine Gun","Normal","Normal",6660.64006308705
"7935733",403698.6,302949,403018.9,302971.7,"AKM",188,"Rifle","Normal","Normal",680.078951298992
"22596851",515105.3,237908,517236,241192.8,"DP-28",927,"Machine Gun","Normal","Normal",3915.32802329511
"32081496",424097.5,326836.2,424095,326447.5,"S1897",223,"Shotgun","Normal","Normal",388.708039536114
"34866129",414735.4,417803.3,419045.1,417641.5,"Grenade",1045,"Explosives","Normal","Normal",4312.73617672118
"6435891",416447.1,289893.5,415545.9,290292.8,"AKM",860,"Rifle","Normal","Normal",985.698701429553
"18107502",436581.2,574915.7,436819,578163.4,"Kar98k",1505,"Sniper","Normal","Normal",3256.39434497735
"22813370",373417.5,612681.1,408711.3,610534.2,"Mini 14",1360,"Rifle","Normal","Normal",35359.0370068247
"29471360",294817,154486.7,288346,151539.5,"AKM",1629,"Rifle","Normal","Normal",7110.54349821447
"27871675",559465.1,251425,556865.1,250948.5,"Groza",1685,"Rifle","Normal","Normal",2643.30328377203
"7566245",253398.8,277041.1,252836.5,277232.1,"Hit by Car",668,"Vehicles","Normal","Normal",593.853761459829
"12716409",362284.6,402146.3,362587.4,401654.6,"S1897",306,"Shotgun","Normal","Normal",577.45712394951
"2774627",150688.5,315550.5,150420,315543.8,"P92",84,"Pistol","Normal","Normal",268.583581032051
"37830627",430936.4,628861,430990.9,628792.4,"AKM",233,"Rifle","Normal","Normal",87.613982902256
"9590484",420036.3,327427.4,419709.4,327435.5,"P92",108,"Pistol","Normal","Normal",327.000336391229
"7775417",441826.9,634416.4,443247.9,632152,"UMP9",317,"Sub Machine Gun","Normal","Normal",2673.34030007407
"14981277",589792.3,289368.5,589767.4,289453.7,"M416",1660,"Rifle","Normal","Normal",88.7640129782512
"15954542",543734.3,203370.7,543503.3,207842.2,"M416",1858,"Rifle","Normal","Normal",4477.46281391593
"27408285",389165.4,427402.9,383785.3,431188.7,"M416",1091,"Rifle","Normal","Normal",6578.58325553461
"10705028",464229.6,317875.2,451197.8,345260.6,"M16A4",1342,"Rifle","Normal","Normal",30328.0059417034
"10623684",315364.3,314509.4,304559.1,317160.2,"SKS",1079,"Sniper","Normal","Normal",11125.6050478165
"27382178",360539.6,411224.9,360719.3,411701.3,"UMP9",468,"Sub Machine Gun","Normal","Normal",509.165051825016
"38562147",433295.2,450698.9,433579.7,451062.4,"Micro UZI",950,"Sub Machine Gun","Normal","Normal",461.597768625456
"14883112",397298.1,498397.8,399636.1,492108.5,"SCAR-L",714,"Rifle","Normal","Normal",6709.80912470689
"7706182",446331.7,621186.9,446361.7,621354.1,"S1897",229,"Shotgun","Normal","Normal",169.870067993112
"24420917",688917.8,455079.5,686860.6,452791.9,"M416",296,"Rifle","Normal","Normal",3076.55417634733
"27171794",475862.9,203205.9,482388,208588.3,"M16A4",1878,"Rifle","Normal","Normal",8458.55541862791
"35630555",437869.5,623241.1,437825.2,623305.9,"Punch",129,"Melee","Normal","Normal",78.4954138788057
"9667257",577441.2,201509,571148.7,197657.1,"AKM",1703,"Rifle","Normal","Normal",7377.85130373335
"33520835",608880.3,200571.2,606400.1,196907.9,"AKM",1785,"Rifle","Normal","Normal",4423.93025826589
"21268206",480861.1,540217.9,481232.7,537339.7,"AKM",1010,"Rifle","Normal","Normal",2902.08921296373
"22822714",445063.1,279281.9,447922.2,264658.8,"Kar98k",1298,"Sniper","Normal","Normal",14899.9834369036
"29557848",641512.3,386330.3,640718.8,363545,"AKM",1238,"Rifle","Normal","Normal",22799.112665628
"25914478",595165.1,470539.2,595880.3,470782.7,"S1897",261,"Shotgun","Normal","Normal",755.515248026206
"11279923",401710.8,358987.8,394865.8,358797,"SCAR-L",774,"Rifle","Normal","Normal",6847.65869768638
"31360219",318283.7,636699.3,318307.8,636480.3,"S12K",270,"Shotgun","Normal","Normal",220.322059721669
"10141462",164351.5,222995.6,164612.5,223113,"SCAR-L",720,"Rifle","Normal","Normal",286.188329601329
"31771759",380315.3,118040.3,380353.4,117985.8,"S1897",266,"Shotgun","Normal","Normal",66.4970676045392
"36778548",437238.1,333221.8,436612.9,333297.9,"S686",129,"Shotgun","Normal","Normal",629.8144568045
"23300247",421558.1,643159.3,422071.8,643126.4,"Micro UZI",281,"Sub Machine Gun","Normal","Normal",514.752464782844
"21521015",205735.2,268388.2,205488.5,268830.4,"SCAR-L",460,"Rifle","Normal","Normal",506.361264316314
"787831",444740.3,624023.4,437717.6,623389.9,"M16A4",116,"Rifle","Normal","Normal",7051.21532361622
"10622517",437939.3,329804.2,443697.3,329572.9,"M16A4",273,"Rifle","Normal","Normal",5762.64381078685
"3934488",383622,571929.6,383609.8,571675.4,"Micro UZI",722,"Sub Machine Gun","Normal","Normal",254.492593212409
"18685220",627236.3,378773,627174.1,379051,"M16A4",221,"Rifle","Normal","Normal",284.873375379323
"32958081",443978.7,622894.4,443984.9,622986.8,"AKM",234,"Rifle","Normal","Normal",92.6077750515822
"14679761",201594.9,276385.1,200926.5,276332.2,"UMP9",387,"Sub Machine Gun","Normal","Normal",670.490096869438
"37545050",551206.4,225670.8,551231.3,225203.6,"S1897",288,"Shotgun","Normal","Normal",467.863067574247
"2357013",687766.9,462662,687895.3,462850.7,"S12K",80,"Shotgun","Normal","Normal",228.241648259055
"33507312",499178.3,571993.2,499726.3,572281.8,"SCAR-L",867,"Rifle","Normal","Normal",619.349626624618
"20351148",710539.2,328618.1,710251.6,329173.2,"Micro UZI",365,"Sub Machine Gun","Normal","Normal",625.179790140425
"6768124",429789.8,636612.9,430045.6,636572.9,"SKS",79,"Sniper","Normal","Normal",258.908555285441
"12042209",407635.4,308293.1,407577.6,308122.2,"AKM",760,"Rifle","Normal","Normal",180.409672689669
"39106295",366922.3,172772.1,366922.3,172772.1,"Grenade",857,"Explosives","Normal","Normal",0
"14425433",389630.6,170846.9,386766.8,185791,"SKS",620,"Sniper","Normal","Normal",15216.0269206518
"24363893",340697.1,163972.7,340774.6,163890.1,"Punch",86,"Melee","Normal","Normal",113.265219727862
"33001066",550691.6,525359.4,550691.6,525359.4,"Grenade",1463,"Explosives","Normal","Normal",0
"6826781",437147.2,621863.2,437373.2,622043.9,"Vector",245,"Sub Machine Gun","Normal","Normal",289.358756563587
"23347734",412874.1,388001.1,414873.4,388563.9,"M416",1645,"Rifle","Normal","Normal",2077.00369041565
"15956925",362807.6,403829.9,362794.8,403587.4,"S1897",187,"Shotgun","Normal","Normal",242.837579464134
"26488699",451768.4,620962.6,451551.9,620945.6,"Mini 14",158,"Rifle","Normal","Normal",217.166410846613
"12475507",159398.4,287329.7,135845.5,284249.2,"SCAR-L",703,"Rifle","Normal","Normal",23753.4961355166
"10309462",216673.3,271743,216469.9,271843.5,"S12K",103,"Shotgun","Normal","Normal",226.873995865541
"22094909",340851.6,160915.3,331517.4,145978.2,"SCAR-L",1698,"Rifle","Normal","Normal",17613.7516176991
"6515165",684586.3,462555.4,684721.8,462115.9,"M416",173,"Rifle","Normal","Normal",459.91357883846
"7026174",420171.6,327777.3,423528.8,327446.6,"SCAR-L",308,"Rifle","Normal","Normal",3373.44843298369
"22155914",440006.9,639935.9,438569.6,640685.4,"M416",316,"Rifle","Normal","Normal",1620.98165936575
"12788937",477020.1,277700.1,474751.5,276627.9,"SCAR-L",763,"Rifle","Normal","Normal",2509.21477757481
"25900162",623508,303052.6,623216.8,302147.9,"P92",113,"Pistol","Normal","Normal",950.410190391438
"9293954",372920.5,415044.5,373288.2,415382,"Tommy Gun",160,"Sub Machine Gun","Normal","Normal",499.10874566572
"31857206",341790.5,558881.1,343132.4,558501.7,"M16A4",1052,"Rifle","Normal","Normal",1394.50348511579
"10683303",569016.4,136888.8,567512.8,136866.2,"AKM",146,"Rifle","Normal","Normal",1503.76983611187
"26449281",572338.8,425227.8,572708.9,425355.2,"UMP9",1526,"Sub Machine Gun","Normal","Normal",391.413809158528
"10902374",164041.8,355405.3,164000.5,354199.5,"M416",1233,"Rifle","Normal","Normal",1206.50707830496
"27379193",377604.8,424674.9,376761.3,425189.8,"Micro UZI",138,"Sub Machine Gun","Normal","Normal",988.237957174265
"311945",398391.4,291571.2,398639.1,291566.2,"S1897",131,"Shotgun","Normal","Normal",247.750459131718
"10431322",325148.2,543587.1,325235.2,543490.6,"Hit by Car",805,"Vehicles","Normal","Normal",129.927864601863
"38765335",400909.9,302862,401914.1,293794.2,"UMP9",407,"Sub Machine Gun","Normal","Normal",9123.23486927744
"354328",431738.4,425948.3,424219.2,421600.6,"M416",883,"Rifle","Normal","Normal",8685.67003345167
